"condition","dv1","dv2"
"B",6.46008226934922,5.24342285949274
"B",6.46047917030724,3.05828897013681
"B",6.73507453761252,3.41317971538617
"B",6.83660097255815,5.03793979279627
"B",4.40164726146241,4.36108347007401
"B",7.06337987908615,5.15962122371934
"B",5.86841401994375,4.15678788715282
"B",5.50653065575797,5.06832507940003
"B",3.59381605443377,2.35833791212643
"B",6.94360266108126,4.85317310649163
"B",4.88129104586317,2.3425746384879
"B",5.22240992155316,4.25204269361948
"B",6.00577450889867,2.29306283575542
"B",6.87539250254307,2.57666894021773
"B",3.3856133381495,3.24347903404765
"B",7.36542264422942,4.56922299470629
"B",5.12007143828511,2.89752319528922
"B",6.44001453076821,5.1786461785887
"B",6.74334462174892,3.11522645629202
"B",6.15676811134426,2.68058904429815
"B",6.44018685988286,4.14332080688993
"B",5.54078550637915,5.35160327384428
"B",4.81380043888618,2.35009210049242
"B",6.75869043714051,1.3340564928635
"B",6.12070065980887,4.33952570910599
"B",4.08961136217735,3.60382782008126
"B",3.81591002864998,4.36600698721347
"B",8.341198524746,2.37368960477097
"B",5.05616205268291,3.5316987147615
"B",7.46131815380671,4.18739705172155
"B",7.75433504568639,7.98963742305826
"B",4.56621726983003,4.36541495139649
"B",4.22138445644099,2.26085724396117
"B",8.62222608156548,4.50312851376336
"B",7.29924325971064,2.73178496759484
"B",6.75928270405304,2.39356136928597
"B",8.24629706402624,2.75403917747415
"B",6.07650422858465,5.70159532324554
"B",7.26251022076411,3.24450502886484
"B",5.74413601875666,3.55753901951215
"B",5.92059376931243,3.35384665881245
"B",5.95867705075152,1.32787725282257
"B",8.7764822609666,2.9538835257729
"B",7.19654530922146,3.8259389539865
"B",4.0006925445075,3.02513012922554
"B",5.820027403219,4.57524960351278
"B",7.81764411990225,4.13972200557826
"B",6.9964510867816,4.48796725865991
"B",6.01009357915685,2.87686988093037
"B",7.66882920253405,3.83822142112276
"B",6.23701310592721,1.30165862006044
"B",6.99739515983269,1.832198786876
"B",4.81683037747534,2.338266615592
"B",4.50586852368495,2.16274447828263
"B",6.18282777665879,3.04712382687669
"B",3.46232242076341,2.16668249860703
"B",5.93739098402629,0.504625695165093
"B",5.72659129102944,3.52621670054738
"B",6.69160070751322,3.91043939842287
"B",9.35966697427573,2.96059180949835
"B",7.84076964187309,3.64012420764221
"B",7.21786306149609,4.54256185379595
"B",3.37012606240302,3.77279736259685
"B",8.02432829604614,7.68746885949052
"B",5.2819524012215,3.28747324795939
"B",6.44026520278521,3.05041842159011
"B",6.92208665305417,2.19705609519471
"B",6.21522818610618,3.83396504385512
"B",5.73189347877662,3.92606014142647
"B",7.7007766318094,4.60268990021679
"B",6.03086334866508,4.92187264872085
"B",4.50070503526659,4.35933195549709
"B",5.1134140137344,4.83821851879852
"B",5.78082524908286,1.43228539347877
"B",5.20094155905896,3.32098045329935
"B",5.7850639797077,6.14124065665376
"B",6.27584518680392,3.02716621417425
"B",7.02679227484484,4.32792134444826
"B",6.14465073459426,1.85708983338311
"B",4.77489547484051,1.77819473619498
"B",3.80066121696577,5.29522743651516
"B",6.00560482614025,4.58677247160872
"B",7.27276235810958,4.08339176226576
"B",7.28374345522677,4.71297226235193
"B",5.84267819155478,2.11926331184783
"B",7.4555899908614,5.50121600712696
"B",4.81621391381166,3.89920161480688
"B",2.4951445747117,5.04857384553734
"B",5.11142834261324,4.82430508278249
